Attack Team,Defense team,Date,Level,Comp,Zone,Origin,Start,Pass,Ruck,Clear,Contest,Score,Retain NEG,Retain Static,Retain Gain 1,Retain Gain +1,Retain Score,Retain HR neg,Retain HR Static,Retain HR Gain 1,Retain HR Gain +1,Lose gain neg,Lose Static,Lose Gain 1,Lose Gain +1,Lose HR neg,Lose HR Static,Lose HR Gain 1,Lose HR Gain +1,OUTCOME
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Opp 50,Penalty,1,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 22,Kick fielded,1,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Opp 50,Penalty,1,,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Opp 22,Lineout,1,5,7,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 50,Restart,1,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 50,Penalty,1,,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 50,Lineout,1,5,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 50,Penalty,1,,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Opp 50,Lineout,1,16,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Own 22,Penalty,1,,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Own 22,Penalty,1,,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Own 50,Lineout,1,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 50,Kick fielded,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
ENG,AUS,7/16/2022,Elite Men International,Winter 2022,Own 22,Kick fielded,1,10,4,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
AUS,ENG,7/16/2022,Elite Men International,Winter 2022,Own 22,Lineout,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
