Attack Team,Defense team,Date,Level,Comp,Zone,Origin,Start,Pass,Ruck,Clear,Contest,Score,Retain NEG,Retain Static,Retain Gain 1,Retain Gain +1,Retain Score,Retain HR neg,Retain HR Static,Retain HR Gain 1,Retain HR Gain +1,Lose gain neg,Lose Static,Lose Gain 1,Lose Gain +1,Lose HR neg,Lose HR Static,Lose HR Gain 1,Lose HR Gain +1,OUTCOME
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,5,3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,2,2,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,13,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,9,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,3,2,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,10,7,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,,1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,4,3,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,9,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,5,2,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,4,4,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,1,,,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,7,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,16,14,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Scrum,1,5,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Scrum,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,3,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,3,2,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,6,7,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,9,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,12,8,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,2,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,2,2,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
SCO,WAL,2/12/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,11,7,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
WAL,SCO,2/12/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,5,2,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,3,3,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,6,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,15,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Turnover,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,6,4,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,3,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,3,5,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,6,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Restart,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,10,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,6,1,,,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 22,Penalty,1,,,,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,3,2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,8,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,1,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,3,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Restart,1,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,4,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,27,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Lineout,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,14,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Penalty,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Turnover,1,,,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,4,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 22,Lineout,1,5,6,,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Restart,1,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,6,6,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Free-kick,1,3,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Lineout,1,5,3,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Free-kick,1,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,2,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,1,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,2,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Kick fielded,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,4,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Turnover,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Scrum,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 22,Kick fielded,1,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Kick fielded,1,7,3,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Scrum,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lose
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Penalty,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Win
ENG,WAL,2/26/2023,Elite Men International,6 Nations 2023,Opp 50,Restart,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Win
WAL,ENG,2/26/2023,Elite Men International,6 Nations 2023,Own 50,Penalty,1,,,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lose
